Name,SN,Added to VUE?,Printed ID,Scientific Name,Order #,Min Delay (sec),Max Delay (sec),Est Battery Life (days),Step 1 Time (days),Transmitter Model,Temp Range,Temp Accuracy (oC),Temp Resolution (oC),Depth Range,Max Depth,Depth Accuracy (m),Depth Resolution (0.22),ID or P sensor ID,P Slope,P Intercept,T sensor ID,T Slope,T Intercept,Short Common Name,Batch,Floy Tag #,PIT Code,Total Length,Weight,Sex,Surgeon,Surgery Time,Volts,HZ,Shock Time,Duty %,Mode,Clove oil (ppm),Date Tagged,Year Tagged,Est. Battery Dead,Capture Location Easting,Capture Location Northing,Release Location Easting,Release Location Northing,First Detection,Location,Status,First Detection Date,Final Date,Bad P Sensor,Notes
Walleye 676,1111851,Y,31729,Sander vitreus,11286,60,180,935,945,V13-1x,,,,,0,,,A69-9001-31729,,,,,,Walleye,Spring 2011,77,900118000137499,676,3300,,Nick,0:03:28,75,60,6,25,Pulsed DC,,06/06/2011,2011,27/Dec/2013,630890,4830806,630890,4830806,6/9/2011,41 - Toronto Islands,Alive,6/9/2011,10/7/2012,no,overwintering outside of harbour
Bass 406,1116576,Y,15442,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15443,0.2198,-0.8794,A69-9002-15442,0.1569,-5,Bass,Spring 2011,84,900118000137434,406,1076,,Nick,0:03:16,75,60,12,25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,630600,4831250,630600,4831250,6/8/2011,41 - Toronto Islands,Alive,21/06/2012,09/11/2012,no,
Bass 410,1116573,Y,15436,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15437,0.2198,-0.8794,A69-9002-15436,0.1569,-5,Bass,Spring 2011,79,900118000137405,410,1026,,Nick,0:03:20,75,60,12,25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,630713,4830542,630713,4830542,7/7/2011,42 - Toronto Islands,Missing,07/07/2011,21/07/2012,no,
Bass 440,1116575,Y,15440,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15441,0.2198,-0.8794,A69-9002-15440,0.1569,-5,Bass,Spring 2011,83,900118000137495,440,1184,,Nick,0:03:10,75,60,12,25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,630600,4831250,630600,4831250,6/7/2011,41 - Toronto Islands,Alive,6/7/2011,11/13/2012,no,
Pike 520,1116571,Y,15432,Esox lucius,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15433,0.2198,-0.8794,A69-9002-15432,0.1569,-5,Pike,Spring 2011,89,900118000137408,520,860,,Nick,0:03:26,75,60,"12 seconds, then another 12 seconds",25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,629605,4832785,629605,4832785,,,No Detections,07/06/2011,?,no,No detections ever?
Pike 648,1116570,Y,15430,Esox lucius,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15431,0.2198,-0.8794,A69-9002-15430,0.1569,-5,Pike,Spring 2011,88,900118000137466,648,1672,,Nick,0:03:18,75,60,12,25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,629599,4832724,629599,4832724,6/7/2011,35 - Spadina Dock,Dead,07/06/2011,26/10/2012,no,Dead from the start
Pike 660,1116574,Y,15438,Esox lucius,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15439,0.2198,-0.8794,A69-9002-15438,0.1569,-5,Pike,Spring 2011,82,900118000137471,660,1792,,Nick,0:03:10,75,60,9,25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,631532,4831069,631532,4831069,6/7/2011,42 - Toronto Islands,Alive,07/06/2011,04/05/2012,no,Islands
Pike 740,1116567,Y,15424,Esox lucius,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15425,0.2198,-0.8794,A69-9002-15424,0.1569,-5,Pike,Spring 2011,86,900118000137459,740,3030,,Nick,0:03:17,75,60,9,25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,629543,4832753,629543,4832753,6/8/2011,35 - Spadina Dock,Alive,09/06/2011,13/11/2012,no,
Pike 827,1116569,Y,15428,Esox lucius,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15429,0.2198,-0.8794,A69-9002-15428,0.1569,-5,Pike,Spring 2011,87,900118000137469,827,,,Nick,0:02:53,75,60,9,25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,629502,4832763,629502,4832763,6/9/2011,35 - Spadina Dock,Alive,6/9/2012,11/12/2012,no,
Pike 964,1116568,Y,15426,Esox lucius,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15427,0.2198,-0.8794,A69-9002-15426,0.1569,-5,Pike,Spring 2011,85,900118000137418,964,,,Nick,0:03:08,75,60,"6 seconds, then an additional 9 seconds",25,Pulsed DC,,07/06/2011,2011,30/Aug/2013,629542,4832743,629542,4832743,6/8/2011,27 - Toronto Islands,Dead,6/8/2011,7/12/2011,no,
Bass 305,1116587,Y,15464,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15465,0.2198,-0.8794,A69-9002-15464,0.1569,-5,Bass,Spring 2011,93,900118000137413,305,338,,Nick,0:03:15,75,60,"12 + 12 seconds at 75 v, then 12 sec 100 V, then 12 sec 150 V",25,Pulsed DC,,08/06/2011,2011,31/Aug/2013,634996,4832394,634996,4832394,6/8/2011,8b - Embayment D,Alive,09/06/2011,13/11/2012,no,
Bass 317,1116566,Y,15422,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15423,0.2198,-0.8794,A69-9002-15422,0.1569,-5,Bass,Spring 2011,91,900118000137419,317,466,,Nick,0:03:10,75,60,12,25,Pulsed DC,,08/06/2011,2011,31/Aug/2013,634875,4832353,634875,4832353,6/9/2011,8b - Embayment D,Missing,6/9/2011,2/20/2012,no,
Bass 446,1116564,Y,15418,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15419,0.2198,-0.8794,A69-9002-15418,0.1569,-5,Bass,Spring 2011,95,900118000137401,446,1440,,Nick,0:02:40,75,60,9,25,Pulsed DC,,08/06/2011,2011,31/Aug/2013,634996,4832460,634996,4832460,6/9/2011,8b - Embayment D,Emmigrated,6/9/2011,9/30/2011,no,"last seen in exhibition grounds and emigrated, TRCA caught him in Bronte Harbour"
Bass 451,1116563,Y,15416,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15417,0.2198,-0.8794,A69-9002-15416,0.1569,-5,Bass,Spring 2011,94,900118000137443,451,1616,,Nick,0:02:50,75,60,9,25,Pulsed DC,,08/06/2011,2011,31/Aug/2013,634996,4832460,634996,4832460,6/9/2011,8b - Embayment D,Alive,6/9/2011,11/15/2012,no,
Bass 465,1116562,Y,15414,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15415,0.2198,-0.8794,A69-9002-15414,0.1569,-5,Bass,Spring 2011,92,900118000137404,465,1602,,Nick,0:02:35,75,60,9,25,Pulsed DC,,08/06/2011,2011,31/Aug/2013,634875,4832353,634875,4832353,6/9/2011,8b - Embayment D,Alive,6/9/2011,10/30/2012,no,Half the time in OH then moved to islands
Bass 492,1116565,Y,15420,Micropterus salmoides,11603,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15421,0.2198,-0.8794,A69-9002-15420,0.1569,-5,Bass,Spring 2011,90,900118000137489,492,1774,,Nick,0:02:51,75,60,9,25,Pulsed DC,,08/06/2011,2011,31/Aug/2013,634980,4832343,634980,4832343,6/9/2011,8b - Embayment D,Alive,6/9/2011,10/5/2011,no,"Female - Released eggs during surgery, emigrated from harbour"
Bass 435,1111867,Y,15760,Micropterus salmoides,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15761,0.2198,-0.8794,A69-9002-15760,0.1569,-5,Bass,Spring 2011,1107,900118000137465,435,1568,,Nick,0:02:31,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,630603,4831070,630603,4831070,6/12/2011,41 - Toronto Islands,Alive,6/12/2011,11/12/2012,no,
Bass 457,1111862,Y,15750,Micropterus salmoides,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15751,0.2198,-0.8794,A69-9002-15750,0.1569,-5,Bass,Spring 2011,1106,900118000137465,457,1624,,Nick,0:03:26,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,630586,4831226,630586,4831226,7/26/2011,41 - Toronto Islands,Alive,7/26/2011,11/2/2012,no,
Bass 485,1111863,Y,15752,Micropterus salmoides,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15753,0.2198,-0.8794,A69-9002-15752,0.1569,-5,Bass,Spring 2011,1109,900118000137465,485,1670,,Nick,0:03:16,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,630154,4830334,630154,4830334,6/12/2011,40 - Toronto Islands,Alive,6/12/2011,11/2/2012,no,Islands
Bass 490,1111861,Y,15748,Micropterus salmoides,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15749,0.2198,-0.8794,A69-9002-15748,0.1569,-5,Bass,Spring 2011,1108,900118000137441,490,1960,,Nick,0:03:18,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,630603,4831070,630603,4831070,6/12/2011,41 - Toronto Islands,Dead,6/12/2011,6/12/2011,no,Dead from the start
Bass 490b,1111868,Y,15762,Micropterus salmoides,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15763,0.2198,-0.8794,A69-9002-15762,0.1569,-5,Bass,Spring 2011,1110,900118000137465,490,2334,,Nick,0:02:50,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,630154,4830334,630154,4830334,6/10/2011,40 - Toronto Islands,Alive,6/10/2011,11/4/2012,no,
Pike 550,1111866,Y,15758,Esox lucius,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15759,0.2198,-0.8794,A69-9002-15758,0.1569,-5,Pike,Spring 2011,1102,900118000137432,550,1174,,Nick,0:03:16,75,60,12,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,630375,4831433,630375,4831433,6/10/2011,41 - Toronto Islands,Alive,6/9/2011,11/13/2012,?,Survived? And remained in islands
Pike 692,1111860,Y,15746,Esox lucius,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15747,0.2198,-0.8794,A69-9002-15746,0.1569,-5,Pike,Spring 2011,1101,900118000137409,692,1920,,Nick,0:03:17,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,629892,4832925,629892,4832925,6/10/2011,35 - Spadina Dock,Alive,6/10/2011,5/12/2012,no,Islands to Curtain
Pike 790,1111865,Y,15756,Esox lucius,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15757,0.2198,-0.8794,A69-9002-15756,0.1569,-5,Pike,Spring 2011,96,900118000137417,790,,,Nick,0:03:20,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,629892,4832925,629892,4832925,6/11/2011,35 - Spadina Dock,Dead,6/11/2011,6/11/2011,no,Dead from the start
Pike 840,1111859,Y,15744,Esox lucius,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15745,0.2198,-0.8794,A69-9002-15744,0.1569,-5,Pike,Spring 2011,1105,900118000137465,840,,,Nick,0:04:27,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,630403,4831280,630403,4831280,6/10/2011,41 - Toronto Islands,Alive,6/10/2011,11/7/2012,no,
Pike 850b,1111864,Y,15754,Esox lucius,11286,60,180,815,825,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-15755,0.2198,-0.8794,A69-9002-15754,0.1569,-5,Pike,Spring 2011,1103,900118000137484,850,,,Nick,0:04:20,75,60,9,25,Pulsed DC,,09/06/2011,2011,01/Sep/2013,630530,4831165,630530,4831165,6/12/2011,27 - Toronto Islands,Dead,6/12/2011,7/7/2011,no,Dead from start
Bass 470b,1133623,Y,14462,Micropterus salmoides,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14463,0.231,-0.83,A69-9002-14462,0.1569,-5,Bass,Spring 2012,178,95b33e8,470,2400,Female,Nick,0:04:59,,,,,,,09/05/2012,2012,02/Oct/2015,635046,4831761,635123,4831800,5/14/2012,10 - Embayment C,Alive,5/14/2012,11/26/2012,no,
Carp 578,1159657,Y,13508,Cyprinus carpio,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13508,0.2353,-1.3163,A69-9002-13507,0.1569,-5,Carp,May 2013,NA,982000190216790,578,2762,M,Max,05:42,90,100,3,25,?,,08/05/2013,2013,30/Sep/2016,Cell 2 & 3,,Cell 2 & 3,,,,,,,,
Carp 583,1159671,Y,13536,Cyprinus carpio,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13536,0.2354,-0.9048,A69-9002-13535,0.1569,-5,Carp,May 2013,NA,982000190216859,583,2894,M,Jon,02:53,90,100,3,25,?,,09/05/2013,2013,01/Oct/2016,Cell 2 & 3,,Cell 2 & 3,,,,,,,,
Carp 587,1159691,Y,13482,Cyprinus carpio,14907,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13482,0.2334,-1.0675,A69-9002-13481,0.1569,-5,Carp,May 2013,NA,982000190216783,587,2748,F,Max,05:54,90,100,3,25,?,,08/05/2013,2013,30/Sep/2016,Cell 2 & 3,,Cell 2 & 3,,,,,,,,
Carp 615,1096444,Y,3256,Cyprinus carpio,10121,60,180,727,737,V13P-1x,,,,0 to 50 m,50,2.5,0.22,A69-9002-3256,0.2198,-0.8794,,,,Carp,Fall 2010,72,,615,,,Nick,,,,,,,,08/09/2010,2010,04/Sep/2012,,,,,9/8/2010,Embayment D,Transmitter died,,9/9/2012,no,Survived and remained in harbour
Carp 620,1222413,Y,57142,Cyprinus carpio,19671,130,270,1825,1830,V13-1x,,,,,,,,A69-1601-57142,,,,,,Carp,,,9811,620,3600,,,,,,,,,,24/08/2015,2015,22/Aug/2020,,,,,,,,,,,
Carp 624,1070698,Y,2,Cyprinus carpio,8129,45,135,865,875,V13TP-1x,0 to 40 oC,0.5,0.15,0 to 100 m,100,5,0.44,A69-1105-2,0.4397,-1.7587,A69-1105-1,0.1569,0,Carp,Fall 2010,73,,624,,,Nick,,,,,,,,08/09/2010,2010,20/Jan/2013,,,,,9/8/2010,Embayment D,Alive,,pending,no,Survived and remained in harbour
Pike 654b,1133618,Y,14452,Esox lucius,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14453,0.2214,-0.9881,A69-9002-14452,0.1569,-5,Pike,Spring 2012,190,95b33e6,654,1660,?Male,Nick,0:06:21,,,,,,,09/05/2012,2012,02/Oct/2015,635272,4833240,635272,4833240,,1 - Outer Harbour Marina,Alive,5/15/2012,11/10/2012,No,
Pike 712,1133627,Y,14470,Esox lucius,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14471,0.2287,-0.4402,A69-9002-14470,0.1569,-5,Pike,Spring 2012,199,95b33b8,712,2288,Female,Nick,0:05:28,,,,,,,09/05/2012,2012,02/Oct/2015,634974,4833283,634943,4833240,,1 - Outer Harbour Marina,Missing,5/9/2012,7/8/2012,No,
Pike 771,1133625,Y,14466,Esox lucius,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14467,0.2338,-0.748,A69-9002-14466,0.1569,-5,Pike,Spring 2012,129,95b33d5,771,3166,Female,Nick,0:05:45,,,,,,,09/05/2012,2012,02/Oct/2015,,,,,,38 - Cell 2,Missing,5/16/2012,5/20/2012,No,Missing/Died?
Pike 857,1133619,Y,14454,Esox lucius,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14455,0.2279,-0.6682,A69-9002-14454,0.1569,-5,Pike,Spring 2012,198,95b33c6,857,4180,Female,Nick,0:07:38,,,,,,,09/05/2012,2012,02/Oct/2015,634267,4832054,,,,10 - Embayment C,Alive,5/9/2012,11/15/2012,no,
Bass 321,1132476,Y,14518,Micropterus salmoides,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14519,0.2347,-0.6138,A69-9002-14518,0.1569,-5,Bass,Spring 2012,247,95b33ef,321,502,Male?,Nick,0:07:15,,,,,,,10/05/2012,2012,03/Oct/2015,630068,4830317,630072,4830313,5/13/2012,40 - Toronto Islands,Alive,5/13/2012,11/13/2012,no,
Bass 332,1139540,Y,14277,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14278,0.2329,-0.876,A69-9002-14277,0.1569,-5,Bass,Spring 2012,165,95b33cb,332,556,Male,Nick,0:06:18,,,,,,,10/05/2012,2012,03/Oct/2015,630736,4830533,630733,4830533,6/2/2012,41 - Toronto Islands,Alive,6/2/2012,11/4/2012,no,
Bass 362,1132473,Y,14512,Micropterus salmoides,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14513,0.2327,-0.6545,A69-9002-14512,0.1569,-5,Bass,Spring 2012,172,95b3395,362,756,Male,Nick,0:04:08,,,,,,,10/05/2012,2012,03/Oct/2015,630654,4830610,630648,4830614,5/12/2012,41 - Toronto Islands,Alive,5/12/2012,11/13/2012,no,
Bass 408,1132474,Y,14514,Micropterus salmoides,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14515,0.2341,-0.9035,A69-9002-14514,0.1569,-5,Bass,Spring 2012,,95b33c7,408,1002,Male,Nick,0:06:52,,,,,,,10/05/2012,2012,03/Oct/2015,,,,,5/16/2012,40 - Toronto Islands,Alive,5/16/2012,11/13/2012,no,
Bass 474c,1132478,Y,14522,Micropterus salmoides,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14523,0.2365,-0.639,A69-9002-14522,0.1569,-5,Bass,Spring 2012,238,95b33b0,474,1912,Female,Nick,0:04:58,,,,,,,10/05/2012,2012,03/Oct/2015,629975,4830304,629969,4830303,5/12/2012,40 - Toronto Islands,Alive,5/12/2012,11/12/2012,no,
Bass 474d,1132479,Y,14524,Micropterus salmoides,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14525,0.2342,-1.2346,A69-9002-14524,0.1569,-5,Bass,Spring 2012,169,95b33e7,474,1672,Male,Nick,0:04:24,,,,,,,10/05/2012,2012,03/Oct/2015,630647,4830603,630645,4830599,6/11/2012,41 - Toronto Islands,Alive,6/11/2012,11/1/2012,no,
Bass 476,1132472,Y,14510,Micropterus salmoides,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14511,0.2317,-1.1883,A69-9002-14510,0.1569,-5,Bass,Spring 2012,237,95b33e2,476,1892,Female,Nick,0:06:00,,,,,,,10/05/2012,2012,03/Oct/2015,630141,4830337,630139,4830332,5/11/2012,40 - Toronto Islands,Alive,5/11/2012,11/11/2012,no,
Bass 492b,1139543,Y,14283,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14284,0.2337,-0.6847,A69-9002-14283,0.1569,-5,Bass,Spring 2012,229,95b33c9,492,2086,Female,Nick,0:03:31,,,,,,,10/05/2012,2012,03/Oct/2015,630722,4830535,630719,4830531,5/12/2012,41 - Toronto Islands,Alive,5/12/2012,11/6/2012,no,
Bass 508,1139542,Y,14281,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14282,0.2278,-0.6272,A69-9002-14281,0.1569,-5,Bass,Spring 2012,166,95b33a0,508,2552,Female,Nick,0:03:58,,,,,,,10/05/2012,2012,03/Oct/2015,630713,483547,630721,4830546,5/23/2012,41 - Toronto Islands,Alive,5/23/2012,11/13/2012,no,
Bass 535b,1132475,Y,14516,Micropterus salmoides,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14517,0.2321,-1.1568,A69-9002-14516,0.1569,-5,Bass,Spring 2012,248,95b33e9,535,2852,Female,Nick,0:05:00,,,,,,,10/05/2012,2012,03/Oct/2015,630076,4830217,630073,4830215,5/11/2012,40 - Toronto Islands,Missing,5/11/2012,8/26/2012,Yes,Transmitter started signalling 60 m from this date - may be malfunctioning
Bullhead 312,1139357,Y,30443,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30443,,,,,,Bullhead,Spring 2012,235,95b33a9,312,402,,Nick,0:06:19,,,,,,,10/05/2012,2012,30/Nov/2016,630097,4830358,630099,4830367,7/1/2012,40 - Toronto Islands,Alive,7/1/2012,7/2/2012,N/A,Only detected one day
Bullhead 316,1139358,Y,30444,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30444,,,,,,Bullhead,Spring 2012,244,95b339a,316,504,,Nick,0:07:38,,,,,,,10/05/2012,2012,30/Nov/2016,629999,4830310,629993,4830311,,,No Detections,n/a,n/a,N/A,Never detected
Bullhead 351,1139361,Y,30447,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30447,,,,,,Bullhead,Spring 2012,232,95b33d9,351,630,,Nick,0:06:20,,,,,,,10/05/2012,2012,30/Nov/2016,630062,4830351,630058,4830349,5/16/2012,40 - Toronto Islands,Alive,5/16/2012,11/13/2012,N/A,
Bullhead 361,1111854,Y,31732,Ameiurus nebulosus,11286,60,180,935,945,V13-1X,,,,,0,,,A69-9001-31732,,,,,,Bullhead,Spring 2012,231,95b33bc,361,964,,Nick,0:05:18,,,,,,,10/05/2012,2012,01/Dec/2014,630722,4830535,630727,4830535,5/12/2012,41 - Toronto Islands,Alive,5/12/2012,5/12/2012,N/A,Only detected one day
Bullhead 371,1139362,Y,30448,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30448,,,,,,Bullhead,Spring 2012,239,95b339c,371,860,,Nick,0:06:10,,,,,,,10/05/2012,2012,30/Nov/2016,629975,4830304,629976,4830297,5/19/2012,40 - Toronto Islands,Alive,5/19/2012,6/12/2012,N/A,
Bullhead 380,1139364,Y,30450,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30450,,,,,,Bullhead,Spring 2012,234,95b33db,380,814,,Nick,0:07:54,,,,,,,10/05/2012,2012,30/Nov/2016,630097,4830358,630099,4830367,6/9/2012,40 - Toronto Islands,Alive,6/9/2012,8/12/2012,N/A,
Bullhead 397,1111855,Y,31733,Ameiurus nebulosus,11286,60,180,935,945,V13-1X,,,,,0,,,A69-9001-31733,,,,,,Bullhead,Spring 2012,234,95b3451,397,964,,Nick,,,,,,,,10/05/2012,2012,01/Dec/2014,630097,4830358,630099,4830367,5/26/2012,41 - Toronto Islands,Alive,5/26/2012,7/19/2012,N/A,
Bullhead 408,1111856,Y,31734,Ameiurus nebulosus,11286,60,180,935,945,V13-1X,,,,,0,,,A69-9001-31734,,,,,,Bullhead,Spring 2012,171,95b3398,408,1018,,Nick,0:04:51,,,,,,,10/05/2012,2012,01/Dec/2014,630638,4830605,630635,4830599,,,No Detections,n/a,n/a,N/A,Never detected
Bullhead Unk,1139359,Y,30445,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30445,,,,,,Bullhead,Spring 2012,233,95b33d6,,480,,Nick,0:06:14,,,,,,,10/05/2012,2012,30/Nov/2016,630097,4830358,630099,4830367,6/25/2012,40 - Toronto Islands,Alive,6/25/2012,7/15/2012,N/A,
Carp 631,1132470,Y,14506,Cyprinus carpio,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14507,0.2196,-0.6418,A69-9002-14506,0.1569,-5,Carp,Spring 2012,206,95B349E,631,2924,Male,Nick,0:05:05,,,,,,,14/05/2012,2012,07/Oct/2015,634516,4832140,634526,4832143,,10 - Embayment C,Alive,5/14/2012,11/15/2012,No,
Carp 635,1222414,Y,57143,Cyprinus carpio,19671,130,270,1825,1830,V13-1x,,,,,,,,A69-1601-57143,,,,,,Carp,,,9840,635,3900,,,,,,,,,,24/08/2015,2015,22/Aug/2020,,,,,,,,,,,
Carp 641,1070701,Y,8,Cyprinus carpio,8129,45,135,865,875,V13TP-1x,0 to 40 oC,0.5,0.15,0 to 100 m,100,5,0.44,A69-1105-8,0.4397,-1.7587,A69-1105-7,0.1569,0,Carp,Fall 2010,98,,641,,,Nick,,,,,,,,08/09/2010,2010,20/Jan/2013,,,,,9/8/2010,Embayment D,Alive,,pending,yes,Survived and remained in harbour
Pike 1003,1139546,Y,14289,Esox lucius,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14290,0.2327,-0.917,A69-9002-14289,0.1569,-5,Pike,Spring 2012,159,95b343f,1003,7000,Female,Nick,0:08:10,,,,,,,10/05/2012,2012,03/Oct/2015,629565,4832776,629565,4832776,,29 - East Western Gap,Alive,5/12/2012,11/12/2012,no,
Pike 624,1133622,Y,14460,Esox lucius,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14461,0.235,-0.8392,A69-9002-14460,0.1569,-5,Pike,Spring 2012,155,95b342d,624,1584,Female,Nick,0:04:30,,,,,,,10/05/2012,2012,03/Oct/2015,629510,4832774,629510,4832774,,29 - East Western Gap,Alive,6/1/2012,11/12/2012,No,
